id,cluster_id,latitude,longitude,vehicle_type,is_peak,Final_VIRS_Score
V001016,6,13.035317,77.59632,CAR,1,0.819
V001017,6,13.039082,77.602008,CAR,1,0.7137
V001018,6,13.038652,77.593915,TRUCK,1,0.5218
V001019,6,13.032503,77.598504,CAR,0,0.503
V001020,6,13.039415,77.592803,AUTO,1,0.7196
V001021,6,13.036393,77.601381,CAR,1,0.6323
V001022,6,13.034709,77.595441,CAR,1,0.7287
V001023,6,13.039007,77.593094,BIKE,0,0.6938
V001024,6,13.027324,77.600564,CAR,1,0.6388
V001025,6,13.035605,77.604655,CAR,0,0.6867
V001026,6,13.037462,77.59728,CAR,1,0.8217
V001027,6,13.033246,77.597399,TRUCK,1,0.6935
V001028,6,13.031897,77.594064,BUS,0,0.5477
V001029,6,13.037719,77.591639,CAR,1,0.7199
V001030,6,13.040103,77.606247,CAR,1,0.6064
V001031,6,13.042225,77.601169,CAR,1,0.7037
V001032,6,13.03936,77.59548,CAR,1,0.6888
V001033,6,13.03486,77.597042,CAR,1,0.8154
V001034,6,13.039013,77.596201,CAR,1,0.6351
V001035,6,13.030109,77.595688,CAR,1,0.7101
V001036,6,13.037719,77.602493,CAR,0,0.7516
V001037,6,13.035848,77.597052,CAR,1,0.5559
V001038,6,13.037454,77.598845,CAR,0,0.6502
V001039,6,13.024322,77.595061,AUTO,0,0.8495
V001040,6,13.042141,77.593958,AUTO,0,0.7203
V001041,6,13.035467,77.597187,BIKE,1,0.8825
V001042,6,13.033211,77.59898,BUS,1,0.6451
V001043,6,13.029879,77.603465,BIKE,1,0.7412
V001044,6,13.028242,77.592602,AUTO,1,0.842
V001045,6,13.035432,77.595272,CAR,1,0.6052
V001046,6,13.044263,77.602574,BIKE,1,0.5111
V001047,6,13.035481,77.596759,CAR,1,0.99
V001048,6,13.038266,77.596994,CAR,1,0.7332
V001049,6,13.037846,77.59831,CAR,1,0.7884
V001050,6,13.036085,77.592313,CAR,1,0.648
V001051,6,13.033887,77.593257,CAR,0,0.5774
V001052,6,13.029921,77.592998,CAR,0,0.6727
V001053,6,13.038761,77.594802,CAR,1,0.6676
V001054,6,13.032669,77.601786,CAR,1,0.8261
V001055,6,13.027891,77.602415,CAR,0,0.767
V001056,6,13.035996,77.595899,TRUCK,0,0.7641
V001057,6,13.029454,77.594834,AUTO,1,0.9654
V001058,6,13.03227,77.598343,AUTO,0,0.6316
V001059,6,13.033005,77.600154,CAR,1,0.8187
V001060,6,13.048765,77.601218,BIKE,1,0.759
V001061,6,13.041505,77.603838,CAR,0,0.8974
V001062,6,13.037749,77.592034,AUTO,1,0.5415
V001063,6,13.039414,77.598989,BIKE,1,0.7838
V001064,6,13.029772,77.588987,CAR,1,0.8089
V001065,6,13.040233,77.594523,BIKE,1,0.7908
V001066,6,13.036293,77.595117,BIKE,1,0.6672
V001067,6,13.037331,77.593021,CAR,0,0.829
V001068,6,13.03202,77.593938,BIKE,1,0.8313
V001069,6,13.03221,77.598356,CAR,1,0.99
V001070,6,13.032839,77.596832,BIKE,0,0.7943
V001071,6,13.032562,77.600953,CAR,1,0.863
V001072,6,13.036338,77.595755,CAR,0,0.8821
V001073,6,13.031665,77.598968,CAR,0,0.6987
V001074,6,13.038836,77.602319,CAR,0,0.4882
V001075,6,13.029694,77.59438,CAR,1,0.6191
V001076,6,13.04389,77.593743,BIKE,1,0.7832
V001077,6,13.037396,77.598215,BIKE,1,0.9225
V001078,6,13.038983,77.600569,AUTO,0,0.7578
V001079,6,13.036602,77.597485,BIKE,1,0.4778
V001080,6,13.031054,77.602736,CAR,1,0.7805
V001081,6,13.036985,77.600966,CAR,1,0.6208
V001082,6,13.028056,77.59677,AUTO,1,0.6685
V001083,6,13.03635,77.604695,BIKE,1,0.6811
V001084,6,13.0336,77.604259,BUS,1,0.7206
V001085,6,13.037028,77.596737,BIKE,1,0.6451
V001086,6,13.035748,77.595734,AUTO,1,0.6899
V001087,6,13.033131,77.594326,CAR,1,0.7655
V001088,6,13.030793,77.595944,CAR,1,0.6083
V001089,6,13.03011,77.590525,CAR,0,0.6206
V001090,6,13.03755,77.601703,AUTO,1,0.5084
V001091,6,13.038726,77.591706,CAR,1,0.7206
V001092,6,13.029459,77.597123,BIKE,1,0.5898
V001093,6,13.040949,77.59486,BUS,1,0.8313
V001094,6,13.038249,77.600834,CAR,1,0.689
V001095,6,13.031002,77.596287,CAR,1,0.7152
V001096,6,13.033062,77.597396,CAR,1,0.8408
V001097,6,13.037061,77.592654,BIKE,1,0.8423
V001098,6,13.033443,77.596695,CAR,1,0.7588
V001099,6,13.03048,77.599911,BUS,1,0.7136
V001100,6,13.029391,77.596864,CAR,1,0.8755
V001101,6,13.032319,77.604031,BIKE,1,0.5964
V001102,6,13.028376,77.602098,AUTO,1,0.7949
V001103,6,13.035156,77.592747,TRUCK,1,0.7032
V001104,6,13.039027,77.602907,CAR,0,0.7646
V001105,6,13.033887,77.598895,CAR,1,0.6736
V001106,6,13.032273,77.599542,BIKE,1,0.8264
V001107,6,13.033669,77.597066,CAR,0,0.89
V001108,6,13.043435,77.594184,CAR,1,0.6017
V001109,6,13.026382,77.59617,BIKE,0,0.6547
V001110,6,13.033397,77.59936,CAR,1,0.8068
V001111,6,13.026899,77.592637,CAR,0,0.6309
V001112,6,13.033746,77.592099,AUTO,0,0.7405
V001113,6,13.035849,77.590836,CAR,1,0.6456
V001114,6,13.0361,77.602702,CAR,1,0.8175
V001115,6,13.038361,77.593776,CAR,0,0.8219
V001116,6,13.037621,77.597868,CAR,1,0.6927
V001117,6,13.038241,77.596826,BIKE,0,0.74
V001118,6,13.032223,77.58816,BIKE,1,0.7878
V001119,6,13.037284,77.599409,BIKE,1,0.5755
V001120,6,13.042657,77.600949,BIKE,1,0.7605
V001121,6,13.035168,77.599242,AUTO,0,0.6441
V001122,6,13.036785,77.598975,AUTO,0,0.6505
V001123,6,13.037447,77.606957,AUTO,1,0.7737
V001124,6,13.037836,77.602364,BIKE,1,0.5745
V001125,6,13.039258,77.595626,CAR,1,0.5323
V001126,6,13.03547,77.598621,BIKE,1,0.6631
V001127,6,13.03735,77.598961,CAR,1,0.9003
V001128,6,13.036432,77.594743,AUTO,0,0.814
V001129,6,13.036063,77.597681,TRUCK,1,0.8322
V001130,6,13.037081,77.596247,AUTO,1,0.6341
V001131,6,13.042559,77.602369,TRUCK,1,0.7959
V001132,6,13.030756,77.596135,AUTO,1,0.7322
V001133,6,13.039485,77.594231,BUS,0,0.638
V001134,6,13.034237,77.596571,BIKE,1,0.7077
V001135,6,13.04594,77.597759,CAR,1,0.7995
V001136,6,13.040715,77.598609,CAR,1,0.1933
V001137,6,13.027816,77.603078,AUTO,0,0.3874
V001138,6,13.0264,77.598785,CAR,0,0.8581
V001139,6,13.034153,77.589554,BUS,0,0.803
V001140,6,13.027848,77.59094,BIKE,0,0.6185
V001141,6,13.037374,77.591279,AUTO,0,0.8133
V001142,6,13.03511,77.589201,BIKE,1,0.6801
V001143,6,13.037316,77.597977,CAR,1,0.6883
V001144,6,13.035418,77.59827,BIKE,0,0.6977
V001145,6,13.033579,77.598545,BIKE,1,0.7234
V001146,6,13.033768,77.590417,AUTO,1,0.7659
V001147,6,13.033674,77.604582,BIKE,0,0.6744
V001148,6,13.028864,77.603131,CAR,1,0.8845
V001149,6,13.043045,77.595593,BIKE,1,0.6877
V001150,6,13.044604,77.597995,CAR,0,0.6724
V001151,6,13.034686,77.601578,CAR,1,0.7919
V001152,6,13.036707,77.601051,AUTO,0,0.7717
V001153,6,13.039269,77.584472,BUS,0,0.7659
V001154,6,13.034835,77.596968,AUTO,1,0.6645
V001155,6,13.036409,77.600189,BIKE,1,0.722
V001156,6,13.036581,77.590158,CAR,0,0.6548
V001157,6,13.02717,77.597129,BIKE,1,0.8845
V001158,6,13.028366,77.598809,BIKE,1,0.7994
V001159,6,13.038863,77.601529,CAR,1,0.79
V001160,6,13.039274,77.589725,CAR,1,0.5399
V001161,6,13.037353,77.598299,BUS,1,0.8541
V001162,6,13.036754,77.593609,AUTO,1,0.6974
V001163,6,13.045445,77.599266,AUTO,1,0.6485
V001164,6,13.03633,77.595052,AUTO,1,0.9182
V001165,6,13.040615,77.599341,BUS,1,0.7135
V001166,6,13.03707,77.597467,BIKE,0,0.7405
V001167,6,13.034687,77.59085,BIKE,1,0.5779
V001168,6,13.042876,77.599144,CAR,0,0.6106
V001169,6,13.040306,77.597113,BUS,1,0.6669
V001170,6,13.037368,77.606091,CAR,1,0.7446
V001171,6,13.03392,77.591424,BIKE,1,0.8041
V001172,6,13.034291,77.593154,CAR,1,0.702
V001173,6,13.043369,77.598866,CAR,1,0.7887
V001174,6,13.034148,77.59809,BIKE,1,0.6877
V001175,6,13.034269,77.591683,CAR,1,0.7375
V001176,6,13.037831,77.600861,AUTO,1,0.99
V001177,6,13.031362,77.597835,CAR,1,0.7443
V001178,7,12.968785,77.575006,BIKE,1,0.7375
V001179,7,12.974371,77.570182,BIKE,0,0.8286
V001180,7,12.979631,77.575149,CAR,1,0.99
V001181,7,12.980736,77.575592,BIKE,0,0.9078
V001182,7,12.975601,77.574418,BIKE,0,0.8274
V001183,7,12.981497,77.576122,CAR,1,0.7056
V001184,7,12.978631,77.56887,BIKE,0,0.6321
V001185,7,12.978543,77.579371,BIKE,1,0.8513
V001186,7,12.97679,77.566182,CAR,0,0.9633
V001187,7,12.981825,77.575933,AUTO,1,0.9658
V001188,7,12.976461,77.57443,CAR,1,0.99
V001189,7,12.980289,77.570361,CAR,1,0.9294
V001190,7,12.975695,77.576048,TRUCK,1,0.8331
V001191,7,12.983396,77.573035,CAR,0,0.8845
V001192,7,12.976051,77.571842,CAR,1,0.99
V001193,7,12.973238,77.574167,CAR,1,0.99
V001194,7,12.978997,77.570686,AUTO,0,0.8934
V001195,7,12.977251,77.573108,CAR,1,0.7947
V001196,7,12.987542,77.566483,CAR,1,0.6789
V001197,7,12.980283,77.573665,CAR,0,0.8506
V001198,7,12.975724,77.57122,CAR,0,0.6399
V001199,7,12.979756,77.572281,CAR,1,0.9033
V001200,7,12.979353,77.560185,CAR,1,0.977
V001201,7,12.973146,77.575496,BIKE,0,0.99
V001202,7,12.969467,77.573007,CAR,1,0.8052
V001203,7,12.979822,77.565507,CAR,0,0.979
V001204,7,12.98308,77.571031,BIKE,1,0.99
V001205,7,12.97636,77.571784,CAR,0,0.99
V001206,7,12.9759,77.571098,CAR,1,0.9866
V001207,7,12.974442,77.569085,CAR,1,0.6617
V001208,7,12.975874,77.574118,CAR,1,0.5325
V001209,7,12.974774,77.572024,CAR,0,0.7705
V001210,7,12.977672,77.570044,CAR,1,0.7141
V001211,7,12.983154,77.572113,BIKE,0,0.6641
V001212,7,12.980156,77.573727,AUTO,1,0.4717
V001213,7,12.971013,77.570546,CAR,1,0.8793
V001214,7,12.979753,77.571488,BIKE,1,0.7259
V001215,7,12.970655,77.575558,BIKE,1,0.8102
V001216,7,12.976113,77.573754,CAR,1,0.6696
V001217,7,12.974125,77.574719,BIKE,1,0.5657
V001218,7,12.98246,77.572859,BIKE,0,0.7938
V001219,7,12.978875,77.568071,BIKE,1,0.9209
V001220,7,12.971322,77.565921,CAR,1,0.9232
V001221,7,12.974565,77.574622,AUTO,1,0.811
V001222,7,12.971912,77.579257,BIKE,1,0.8184
V001223,7,12.979278,77.569153,CAR,1,0.7038
V001224,7,12.974617,77.567818,BIKE,1,0.8487
V001225,7,12.978696,77.577871,BIKE,1,0.8725
V001226,7,12.972088,77.567447,CAR,1,0.6999
V001227,7,12.97786,77.571618,BIKE,1,0.5189
V001228,7,12.984907,77.565503,BIKE,0,0.7325
V001229,7,12.972295,77.567008,CAR,1,0.6653
V001230,7,12.983948,77.568557,CAR,1,0.8563
V001231,7,12.974625,77.573158,TRUCK,0,0.952
V001232,7,12.980694,77.571124,CAR,1,0.791
V001233,7,12.983669,77.57253,BIKE,1,0.851
V001234,7,12.98192,77.568416,CAR,1,0.7972
V001235,7,12.973895,77.573055,CAR,0,0.99
V001236,7,12.974767,77.569553,CAR,1,0.99
V001237,7,12.975643,77.570155,CAR,1,0.6558
V001238,7,12.981844,77.570457,CAR,1,0.813
V001239,7,12.970819,77.574244,BUS,1,0.8275
V001240,7,12.976154,77.577091,TRUCK,0,0.99
V001241,7,12.976528,77.575113,BIKE,1,0.7759
V001242,7,12.968458,77.576448,BIKE,1,0.753
V001243,7,12.975883,77.578354,BIKE,1,0.99
V001244,7,12.972563,77.575253,BIKE,1,0.8644
V001245,7,12.97479,77.577757,BIKE,1,0.8956
V001246,7,12.976433,77.579633,BIKE,1,0.9891
V001247,7,12.971894,77.578144,CAR,1,0.8593
V001248,7,12.973629,77.571437,BIKE,1,0.5171
V001249,7,12.980083,77.563535,BIKE,0,0.7843
V001250,7,12.977617,77.571564,CAR,1,0.99
V001251,7,12.98012,77.565995,TRUCK,0,0.8035
V001252,7,12.980094,77.573517,BIKE,1,0.7402
V001253,7,12.973375,77.571881,CAR,0,0.8068
V001254,7,12.982343,77.568203,BIKE,1,0.9531
V001255,7,12.976211,77.568798,BIKE,1,0.9756
V001256,7,12.979745,77.570146,CAR,1,0.829
V001257,7,12.973926,77.577241,BIKE,1,0.7921
V001258,7,12.976795,77.570108,BUS,1,0.8264
V001259,7,12.976195,77.571341,CAR,1,0.9338
V001260,7,12.976074,77.570349,BIKE,0,0.8095
V001261,7,12.974577,77.575843,BIKE,1,0.826
V001262,7,12.982905,77.576322,BIKE,1,0.7276
V001263,7,12.977665,77.570229,TRUCK,1,0.9162
V001264,7,12.977578,77.575006,AUTO,1,0.6908
V001265,7,12.972766,77.569048,AUTO,1,0.8873
V001266,7,12.976906,77.566712,BIKE,1,0.8815
V001267,7,12.975889,77.572794,TRUCK,1,0.5866
V001268,7,12.976209,77.570823,AUTO,1,0.9192
V001269,7,12.968078,77.573554,AUTO,1,0.99
V001270,7,12.977827,77.566177,BIKE,0,0.9779
V001271,7,12.973269,77.569114,CAR,1,0.99
V001272,7,12.972119,77.563813,BIKE,1,0.6798
V001273,7,12.974459,77.577582,CAR,1,0.7439
V001274,7,12.980663,77.57969,CAR,1,0.6186
V001275,7,12.970912,77.573567,CAR,0,0.9766
V001276,7,12.978901,77.578344,BIKE,1,0.99
V001277,7,12.97302,77.575208,AUTO,1,0.6654
V001278,7,12.974688,77.572419,CAR,1,0.99
V001279,7,12.980761,77.572258,CAR,1,0.99
V001280,7,12.969565,77.564821,TRUCK,1,0.6097
V001281,7,12.981722,77.571421,CAR,0,0.8007
V001282,7,12.973482,77.567358,AUTO,1,0.9726
V001283,7,12.979266,77.571336,BIKE,1,0.876
V001284,7,12.974382,77.577524,BUS,1,0.8073
V001285,7,12.981287,77.567938,BUS,1,0.9591
V001286,7,12.975665,77.571439,CAR,0,0.7672
V001287,7,12.972683,77.567532,CAR,1,0.99
V001288,7,12.974898,77.571805,AUTO,1,0.7507
V001289,7,12.97944,77.572594,AUTO,1,0.8231
V001290,7,12.979611,77.566616,AUTO,1,0.8914
V001291,7,12.970679,77.569153,CAR,0,0.8806
V001292,7,12.978241,77.57126,CAR,1,0.99
V001293,7,12.971632,77.567188,BIKE,1,0.9166
V001294,7,12.976796,77.565774,BIKE,1,0.8083
V001295,7,12.975704,77.566781,BIKE,1,0.7522
V001296,7,12.976992,77.567291,AUTO,1,0.7922
V001297,7,12.982141,77.57073,CAR,1,0.99
V001298,7,12.979264,77.56061,CAR,1,0.8546
V001299,7,12.980559,77.566765,CAR,1,0.9791
V001300,7,12.977488,77.570489,CAR,1,0.99
V001301,7,12.980303,77.575671,CAR,1,0.924
V001302,7,12.977371,77.576257,BIKE,1,0.8191
V001303,7,12.983188,77.571267,AUTO,1,0.7756
V001304,7,12.977962,77.570013,CAR,1,0.8698
V001305,7,12.977216,77.572362,BIKE,1,0.785
V001306,7,12.98058,77.570195,AUTO,1,0.9207
V001307,7,12.979391,77.571885,BIKE,0,0.99
V001308,7,12.977697,77.571955,CAR,1,0.7096
V001309,7,12.976509,77.562878,CAR,0,0.7647
V001310,7,12.974053,77.569934,BIKE,1,0.99
V001311,7,12.976427,77.571187,TRUCK,0,0.7378
V001312,7,12.975021,77.566921,CAR,0,0.8248
V001313,7,12.976537,77.574772,BIKE,1,0.8841
V001314,7,12.982496,77.5825,BIKE,1,0.921
V001315,7,12.974463,77.571731,AUTO,1,0.7523
V001316,7,12.973952,77.572954,BIKE,0,0.8135
V001317,7,12.972111,77.567768,AUTO,1,0.8797
V001318,7,12.979711,77.575588,AUTO,0,0.903
V001319,7,12.980378,77.572804,CAR,1,0.9825
V001320,7,12.975477,77.575911,BUS,1,0.99
V001321,7,12.972014,77.566735,BIKE,1,0.8019
V001322,7,12.9793,77.574018,CAR,1,0.9565
V001323,7,12.976578,77.578052,AUTO,1,0.4899
V001324,7,12.972358,77.570267,CAR,1,0.8149
V001325,7,12.979213,77.570355,CAR,0,0.7756
V001326,7,12.969739,77.573146,AUTO,0,0.7759
V001327,7,12.98138,77.567256,BIKE,0,0.7854
V001328,7,12.981708,77.57725,CAR,1,0.6922
V001329,7,12.979042,77.564261,BIKE,1,0.6376
V001330,7,12.974913,77.571948,AUTO,0,0.8799
V001331,7,12.980078,77.572441,AUTO,1,0.7524
V001332,7,12.983573,77.574445,TRUCK,1,0.9757
V001333,7,12.975758,77.570726,BIKE,0,0.709
V001334,7,12.975477,77.573867,BIKE,0,0.8567
V001335,7,12.976117,77.571068,BIKE,1,0.9048
V001336,7,12.972373,77.571056,BIKE,1,0.8377
V001337,7,12.977026,77.57117,BIKE,0,0.9625
V001338,7,12.972343,77.576976,BIKE,1,0.8771
V001339,7,12.978739,77.570297,BIKE,1,0.7659
V001340,7,12.975268,77.569485,CAR,0,0.6697
V001341,7,12.975413,77.572095,CAR,0,0.9198
V001342,7,12.975737,77.569032,CAR,1,0.7047
V001343,7,12.973555,77.571684,CAR,0,0.7141
V001344,7,12.974802,77.567952,CAR,1,0.6987
V001345,7,12.975088,77.570438,BIKE,0,0.9586
V001346,7,12.986476,77.560475,BUS,1,0.8183
V001347,7,12.975026,77.574547,BUS,0,0.8165
V001348,7,12.978759,77.566565,CAR,1,0.6325
V001349,7,12.976151,77.569709,TRUCK,0,0.8958
V001350,7,12.970627,77.565764,CAR,1,0.7821
V001351,7,12.979977,77.566955,CAR,1,0.99
V001352,7,12.978456,77.566372,BIKE,1,0.9048
V001353,7,12.975543,77.569437,BIKE,1,0.791
V001354,7,12.98364,77.566,CAR,1,0.99
V001355,7,12.974739,77.569925,CAR,1,0.9262
V001356,7,12.975081,77.572037,TRUCK,0,0.7362
V001357,7,12.97495,77.572298,BIKE,1,0.6006
V001358,7,12.981188,77.568959,CAR,1,0.6624
V001359,7,12.981141,77.570446,TRUCK,1,0.99
V001360,7,12.976298,77.569976,BIKE,0,0.6656
V001361,7,12.983841,77.575332,CAR,0,0.7587
V001362,7,12.982593,77.568187,BIKE,0,0.99
V001363,7,12.9788,77.57262,BIKE,0,0.7932
V001364,7,12.975223,77.574084,CAR,1,0.8127
V001365,7,12.976444,77.573256,BUS,1,0.7755
V001366,7,12.982886,77.574835,BIKE,1,0.7835
V001367,7,12.975285,77.56877,CAR,1,0.99
V001368,7,12.971106,77.573373,CAR,0,0.99
V001369,7,12.972029,77.575629,AUTO,1,0.7376
V001370,7,12.982928,77.57592,BIKE,1,0.8262
V001371,7,12.975236,77.566879,TRUCK,1,0.6185
V001372,7,12.974209,77.574278,CAR,1,0.785
V001373,7,12.976961,77.578984,AUTO,1,0.7882
V001374,7,12.98278,77.569391,CAR,0,0.9561
V001375,7,12.979384,77.56949,BUS,0,0.961
V001376,7,12.975139,77.572698,BIKE,1,0.7746
V001377,7,12.97769,77.571477,CAR,1,0.7652
V001378,7,12.974235,77.570785,AUTO,0,0.7093
V001379,7,12.977792,77.575988,BIKE,0,0.5925
V001380,7,12.971186,77.570354,CAR,0,0.8547
V001381,7,12.978299,77.571358,CAR,0,0.8717
V001382,7,12.976286,77.578397,BUS,1,0.7352
V001383,7,12.975389,77.573829,BUS,0,0.7941
V001384,7,12.98179,77.576221,CAR,1,0.99
V001385,7,12.975022,77.571346,CAR,1,0.7092
V001386,7,12.978613,77.571257,BIKE,0,0.6746
V001387,7,12.975543,77.573225,CAR,1,0.7597
V001388,7,12.97093,77.575648,CAR,1,0.8175
V001389,7,12.976155,77.566451,CAR,1,0.9212
V001390,7,12.976704,77.571785,CAR,1,0.6253
V001391,7,12.975187,77.570401,CAR,1,0.8495
V001392,7,12.976555,77.575276,TRUCK,1,0.7039
V001393,7,12.980466,77.570931,CAR,1,0.728
V001394,7,12.971886,77.567166,BUS,1,0.6548
V001395,7,12.973768,77.573165,AUTO,1,0.7296
V001396,7,12.976857,77.571511,CAR,1,0.99
V001397,8,12.933553,77.587281,AUTO,0,0.3089
V001398,8,12.923669,77.588583,CAR,1,0.5785
V001399,8,12.929183,77.593679,CAR,1,0.2925
V001400,8,12.921972,77.594621,CAR,1,0.2418
V001401,8,12.925759,77.599564,BIKE,0,0.3575
V001402,8,12.92423,77.593436,CAR,0,0.3103
V001403,8,12.926439,77.594345,AUTO,1,0.5539
V001404,8,12.93053,77.596867,AUTO,1,0.6152
V001405,8,12.927826,77.592979,CAR,1,0.405
V001406,8,12.922119,77.593036,BIKE,1,0.1274
V001407,8,12.926822,77.599631,CAR,0,0.446
V001408,8,12.93459,77.598148,BIKE,0,0.4351
V001409,8,12.923846,77.599577,BIKE,0,0.186
V001410,8,12.932877,77.587468,CAR,1,0.6032
V001411,8,12.920112,77.589449,AUTO,0,0.4584
V001412,8,12.922348,77.588948,BIKE,1,0.3467
V001413,8,12.925137,77.596585,BIKE,1,0.5399
V001414,8,12.925304,77.595683,TRUCK,1,0.2347
V001415,8,12.924169,77.590756,CAR,1,0.4948
V001416,8,12.923664,77.593097,CAR,0,0.2354
V001417,8,12.923427,77.594408,BIKE,0,0.3306
V001418,8,12.921772,77.594178,BIKE,0,0.4249
V001419,8,12.928069,77.593967,BIKE,1,0.589
V001420,8,12.923951,77.595826,BIKE,1,0.3883
V001421,8,12.923377,77.591962,AUTO,1,0.2644
V001422,8,12.929393,77.588628,CAR,1,0.4253
V001423,8,12.933073,77.592099,BIKE,1,0.4269
V001424,8,12.926096,77.59779,BUS,1,0.4723
V001425,8,12.932859,77.597404,BIKE,0,0.1933
V001426,8,12.930982,77.593907,AUTO,0,0.5373
V001427,8,12.923987,77.600116,BIKE,0,0.4626
V001428,8,12.924658,77.595442,BIKE,1,0.4368
V001429,8,12.925195,77.598525,BIKE,1,0.1366
V001430,8,12.921351,77.595146,CAR,0,0.5573
V001431,8,12.928503,77.597272,BIKE,1,0.3995
V001432,8,12.928351,77.593631,CAR,0,0.2845
V001433,8,12.922813,77.595122,BIKE,0,0.5588
V001434,8,12.924317,77.595319,BIKE,0,0.5587
V001435,8,12.929126,77.593054,TRUCK,0,0.3935
V001436,8,12.927329,77.596045,CAR,1,0.2922
V001437,8,12.925744,77.587823,BIKE,0,0.3962
V001438,8,12.923559,77.588163,BIKE,1,0.4829
V001439,8,12.926406,77.593574,BIKE,1,0.472
V001440,8,12.921917,77.591647,CAR,1,0.4123
V001441,8,12.923307,77.592394,CAR,1,0.7109
V001442,8,12.938175,77.595484,CAR,1,0.2444
V001443,8,12.928636,77.592956,BIKE,1,0.3572
V001444,8,12.928892,77.59554,CAR,1,0.3567
V001445,8,12.925539,77.601007,CAR,0,0.5121
V001446,8,12.925549,77.588795,TRUCK,1,0.3992
V001447,8,12.926351,77.593885,CAR,1,0.5028
V001448,8,12.919531,77.600963,CAR,1,0.393
V001449,8,12.923046,77.599976,BIKE,1,0.5763
V001450,8,12.927476,77.594095,BIKE,1,0.3872
V001451,8,12.926009,77.594617,CAR,1,0.4824
V001452,8,12.921375,77.59151,TRUCK,1,0.3465
V001453,8,12.921124,77.591004,BIKE,1,0.5606
V001454,8,12.920952,77.597132,CAR,1,0.5116
V001455,8,12.925294,77.591702,CAR,0,0.3122
V001456,8,12.922227,77.593959,CAR,1,0.374
V001457,8,12.923338,77.58999,AUTO,0,0.2325
V001458,8,12.92466,77.590299,CAR,1,0.4881
V001459,8,12.924268,77.590652,TRUCK,0,0.4237
V001460,8,12.921251,77.597473,BIKE,1,0.3694
V001461,8,12.922289,77.595324,CAR,0,0.5505
V001462,8,12.932351,77.592641,CAR,1,0.5419
V001463,8,12.915633,77.589314,BUS,1,0.466
V001464,8,12.928626,77.591795,BIKE,0,0.2937
V001465,8,12.924595,77.594208,CAR,1,0.3733
V001466,8,12.930566,77.589635,AUTO,0,0.4187
V001467,8,12.923319,77.59602,BIKE,1,0.4605
V001468,8,12.922588,77.596264,CAR,1,0.6335
V001469,8,12.927689,77.587956,BIKE,0,0.4652
V001470,8,12.933648,77.592787,BIKE,1,0.3212
V001471,8,12.92321,77.598796,CAR,1,0.4151
V001472,8,12.923414,77.599959,AUTO,1,0.3373
V001473,8,12.921596,77.593027,BIKE,1,0.4566
V001474,8,12.9241,77.59282,TRUCK,1,0.4159
V001475,8,12.925656,77.591405,CAR,1,0.3434
V001476,8,12.923245,77.595096,BUS,0,0.1922
V001477,8,12.922078,77.59268,CAR,1,0.3073
V001478,8,12.925707,77.591867,BIKE,1,0.4081
V001479,8,12.921252,77.59269,BUS,0,0.1028
V001480,8,12.928322,77.599076,BIKE,1,0.5765
V001481,8,12.920851,77.598387,AUTO,0,0.4177
V001482,8,12.932892,77.593173,CAR,1,0.5703
V001483,8,12.92306,77.589668,AUTO,0,0.2624
V001484,8,12.925209,77.596025,CAR,1,0.1871
V001485,8,12.92713,77.596283,BIKE,0,0.5745
V001486,8,12.925229,77.594603,CAR,0,0.2859
V001487,8,12.919629,77.596486,BIKE,1,0.3424
V001488,8,12.929942,77.593636,BIKE,1,0.4195
V001489,8,12.930397,77.596391,CAR,1,0.4924
V001490,8,12.921496,77.59298,CAR,1,0.3229
V001491,8,12.919614,77.592774,CAR,0,0.4017
V001492,8,12.923265,77.598162,TRUCK,1,0.3906
V001493,8,12.919392,77.593437,TRUCK,1,0.2617
V001494,8,12.926528,77.588431,CAR,0,0.4118
V001495,8,12.921943,77.593871,BUS,0,0.4321
V001496,8,12.921356,77.605018,AUTO,0,0.3772
V001497,8,12.913925,77.594764,BIKE,1,0.5072
V001498,8,12.928695,77.586799,BIKE,0,0.2514
V001499,8,12.923825,77.588745,CAR,1,0.4357
V001500,8,12.925802,77.594627,BIKE,1,0.2364
V001501,8,12.924334,77.597993,BIKE,0,0.3237
V001502,8,12.928011,77.589878,CAR,1,0.1476
V001503,8,12.922019,77.598494,TRUCK,1,0.3066
V001504,8,12.920546,77.593362,AUTO,0,0.5407
V001505,8,12.929534,77.593831,TRUCK,0,0.1296
V001506,8,12.918799,77.592493,CAR,0,0.4506
V001507,8,12.922426,77.59359,CAR,1,0.4521
V001508,8,12.921803,77.594281,CAR,1,0.4634
V001509,8,12.925596,77.596955,CAR,1,0.4333
V001510,8,12.922477,77.598698,TRUCK,1,0.4863
V001511,8,12.915505,77.591504,BIKE,1,0.5253
V001512,8,12.912934,77.592231,CAR,1,0.4506
V001513,8,12.924159,77.593137,TRUCK,0,0.2501
V001514,8,12.917609,77.589459,AUTO,1,0.591
V001515,8,12.922946,77.586638,CAR,1,0.5223
V001516,8,12.924782,77.594722,CAR,0,0.3228
V001517,8,12.922005,77.590708,BIKE,1,0.5264
V001518,8,12.925633,77.597642,CAR,1,0.394
V001519,8,12.926738,77.587788,BIKE,1,0.0934
V001520,8,12.926902,77.5917,CAR,1,0.5888
V001521,8,12.927379,77.600675,CAR,1,0.372
V001522,8,12.931209,77.595486,AUTO,1,0.4644
V001523,8,12.919791,77.593016,CAR,0,0.293
V001524,8,12.922652,77.588227,AUTO,1,0.6011
